ACCOUNT,ASSET,LOAN_ID,INITIALBALANCE,INTERESTRATE,LOANDATE,TERM,SCORE,STATE
3198045109,COP,14336,29290,0.28,2/12/22,21,346,ERR-CANCL
3233045136,COP,3359,278183,0.28,2/12/22,16,536,ACT-2B-PAID
3055642924,COP,13243,122546,0.28,2/12/22,14,803,ACT-PAID
3673944523,COP,14456,149417,0.28,3/12/22,14,428,ERR-CANCL
3409311630,COP,13511,28055,0.28,3/12/22,21,378,ACT-CASHPICKUP
3094627915,COP,14957,9870,0.28,3/12/22,14,381,ERR-CANCL
3648683822,COP,14731,146548,0.28,3/12/22,21,465,ERR-CANCL
3879081364,COP,14201,182538,0.28,3/12/22,14,457,ACT-CASHPICKUP
3851670648,COP,13459,180484,0.28,3/12/22,21,360,ACT-CASHPICKUP
3015295715,COP,14044,39057,0.28,3/12/22,21,415,ACT-CASHPICKUP
3816738904,COP,14063,127281,0.28,3/12/22,14,635,ACT-PAID
3225195046,COP,13361,142784,0.28,4/12/22,14,619,ERR-CANCL
3168328372,COP,14195,261817,0.28,4/12/22,21,633,ACT-CASHPICKUP
3218174134,COP,2366,389012,0.28,4/12/22,16,647,ERR-CANCL
3280402243,COP,13532,157769,0.28,4/12/22,14,480,ERR-CANCL
3675864412,COP,13283,58618,0.28,4/12/22,21,760,ACT-CASHPICKUP
3564586060,COP,13543,29300,0.28,4/12/22,21,733,ERR-CANCL
3273526884,COP,14298,124506,0.28,5/12/22,21,352,ACT-CASHPICKUP
3414861417,COP,14568,154050,0.28,5/12/22,21,300,ACT-PAID
3226574201,COP,14417,165333,0.28,5/12/22,14,448,ACT-2B-PAID
3595299955,COP,14278,19530,0.28,5/12/22,21,531,ACT-2B-PAID
3125419972,COP,4126,278183,0.28,5/12/22,16,632,ACT-PAID
3443600683,COP,14223,240205,0.28,5/12/22,21,647,ACT-2B-PAID
3100005157,COP,13982,229369,0.28,5/12/22,14,710,ACT-CASHPICKUP
3137797239,COP,2850,389012,0.28,5/12/22,16,611,ACT-2B-PAID
3560751662,COP,13168,55676,0.28,5/12/22,21,715,ACT-2B-PAID
3046485526,COP,587,289488,0.28,5/12/22,8,719,ERR-CANCL
3125803131,COP,13081,389012,0.28,6/12/22,16,557,ACT-PAID
3151771276,COP,13512,63045,0.28,6/12/22,21,774,ACT-CASHPICKUP
3035440080,COP,13255,142473,0.28,6/12/22,21,406,ERR-CANCL
3542487153,COP,13545,169700,0.28,6/12/22,21,629,ERR-CANCL
3129295245,COP,13969,134721,0.28,6/12/22,21,463,ERR-CANCL
3277326572,COP,14612,216506,0.28,6/12/22,21,607,ERR-CANCL
3623481020,COP,14907,73314,0.28,6/12/22,14,638,ERR-CANCL
3984629384,COP,14918,110803,0.28,6/12/22,21,765,ERR-CANCL
3183155026,COP,2013,389012,0.28,6/12/22,16,588,ACT-2B-PAID
3425515882,COP,13350,213433,0.28,6/12/22,21,311,ACT-CASHPICKUP
3497915589,COP,14491,150564,0.28,6/12/22,21,307,ACT-CASHPICKUP
3961131764,COP,14325,110400,0.28,6/12/22,21,674,ACT-PAID
3138252848,COP,120,228441,0.28,6/12/22,8,877,ERR-CANCL
3039887248,COP,13974,123903,0.28,6/12/22,14,743,ACT-CASHPICKUP
3546537088,COP,13452,243370,0.28,6/12/22,21,520,ERR-CANCL
3873770117,COP,13437,238889,0.28,6/12/22,21,609,ERR-CANCL
3441329793,COP,13036,138845,0.28,6/12/22,21,768,ACT-CASHPICKUP
3992961711,COP,13315,58882,0.28,6/12/22,21,548,ACT-2B-PAID
3986861703,COP,13318,256204,0.28,6/12/22,14,566,ERR-CANCL
3019131020,COP,14192,31420,0.28,6/12/22,14,707,ACT-CASHPICKUP
3114651193,COP,14458,11719,0.28,7/12/22,14,744,ERR-CANCL
3037414152,COP,14024,155927,0.28,7/12/22,21,645,ACT-CASHPICKUP
3102604701,COP,14938,47692,0.28,7/12/22,8,581,ACT-PAID
3138252848,COP,152,289488,0.28,7/12/22,8,877,ERR-CANCL
3513180605,COP,14567,104975,0.28,7/12/22,14,694,ERR-CANCL
3195385670,COP,7015,272531,0.28,7/12/22,8,568,ERR-CANCL
3259709155,COP,14260,122659,0.28,7/12/22,14,891,ACT-PAID
3674837651,COP,13611,83660,0.28,7/12/22,21,352,ACT-2B-PAID
3890294599,COP,14329,35357,0.28,7/12/22,21,733,ERR-CANCL
3683840615,COP,14453,193770,0.28,7/12/22,21,515,ERR-CANCL
3108022938,COP,14576,205391,0.28,7/12/22,21,633,ERR-CANCL
3225164023,COP,9376,333598,0.28,7/12/22,16,683,ACT-2B-PAID
3671959726,COP,13136,155167,0.28,8/12/22,21,527,ACT-CASHPICKUP
3328153142,COP,14969,257733,0.28,8/12/22,21,469,ACT-PAID
3334995527,COP,14578,26648,0.28,8/12/22,21,837,ACT-CASHPICKUP
3212080844,COP,7438,389012,0.28,8/12/22,16,586,ERR-CANCL
3125184115,COP,13498,209337,0.28,8/12/22,14,362,ACT-CASHPICKUP
3143806043,COP,13888,9208,0.28,8/12/22,14,404,ERR-CANCL
3273100957,COP,13639,106827,0.28,8/12/22,21,462,ACT-CASHPICKUP
3766247662,COP,13180,76566,0.28,8/12/22,21,886,ACT-CASHPICKUP
3271541396,COP,13195,233371,0.28,8/12/22,21,445,ERR-CANCL
3439269663,COP,13321,79695,0.28,8/12/22,21,625,ACT-CASHPICKUP
3759595100,COP,13347,70833,0.28,9/12/22,14,303,ACT-CASHPICKUP
3978704332,COP,13512,134998,0.28,9/12/22,21,782,ACT-PAID
3768260370,COP,14786,155348,0.28,9/12/22,14,896,ERR-CANCL
3690870048,COP,13727,183263,0.28,9/12/22,21,640,ACT-CASHPICKUP
3941372722,COP,13010,122174,0.28,9/12/22,21,613,ACT-CASHPICKUP
3611324484,COP,14309,260437,0.28,9/12/22,21,813,ACT-2B-PAID
3156523213,COP,13359,117465,0.28,9/12/22,14,762,ACT-CASHPICKUP
3753080551,COP,14473,173214,0.28,9/12/22,14,397,ACT-PAID
3082070800,COP,13684,215359,0.28,9/12/22,14,786,ACT-2B-PAID
3586170984,COP,14085,19914,0.28,9/12/22,21,850,ACT-2B-PAID
3414189321,COP,14928,171866,0.28,9/12/22,14,766,ACT-2B-PAID
3881051825,COP,13830,154728,0.28,9/12/22,14,702,ERR-CANCL
3183784361,COP,14607,131134,0.28,9/12/22,21,486,ERR-CANCL
3159542290,COP,14564,108816,0.28,9/12/22,14,555,ERR-CANCL
3975668906,COP,14091,200109,0.28,11/12/22,14,393,ACT-CASHPICKUP
3314667572,COP,14239,54736,0.28,11/12/22,21,329,ERR-CANCL
3652631519,COP,13460,248596,0.28,12/12/22,21,528,ACT-PAID
3964684198,COP,14364,170101,0.28,12/12/22,21,435,ACT-PAID
3967506014,COP,14628,228981,0.28,12/12/22,14,364,ACT-PAID
3753158245,COP,13472,11989,0.28,12/12/22,21,703,ACT-CASHPICKUP
3881403045,COP,13658,34592,0.28,12/12/22,14,469,ERR-CANCL
3485134359,COP,14792,226640,0.28,12/12/22,21,838,ERR-CANCL
3485832129,COP,14550,57517,0.28,12/12/22,21,722,ACT-PAID
3295748935,COP,13089,229256,0.28,12/12/22,14,527,ACT-PAID
3005638948,COP,3326,327945,0.28,12/12/22,8,589,ERR-CANCL
3459699745,COP,14855,115643,0.28,12/12/22,8,468,ERR-CANCL
3102618751,COP,14736,106308,0.28,12/12/22,14,875,ERR-CANCL
3783682517,COP,13385,240506,0.28,12/12/22,14,451,ACT-CASHPICKUP
3728965667,COP,13036,105009,0.28,12/12/22,14,531,ERR-CANCL
3172835202,COP,13325,73108,0.28,12/12/22,21,900,ACT-CASHPICKUP
3305351671,COP,14288,173767,0.28,13/12/22,14,382,ERR-CANCL
3927361273,COP,14894,610,0.28,13/12/22,21,742,ERR-CANCL
3665347270,COP,13902,128709,0.28,13/12/22,14,373,ACT-CASHPICKUP
3210908479,COP,13201,78508,0.28,13/12/22,21,426,ACT-PAID
3606111119,COP,14603,205610,0.28,13/12/22,8,842,ERR-CANCL
3239900095,COP,14477,241700,0.28,13/12/22,21,521,ERR-CANCL
3227834621,COP,13630,151312,0.28,13/12/22,21,821,ACT-PAID
3168557043,COP,13216,246531,0.28,13/12/22,21,412,ACT-PAID
3175373691,COP,13433,234083,0.28,13/12/22,8,581,ACT-2B-PAID
3339634448,COP,13369,210752,0.28,13/12/22,21,529,ACT-PAID
3022818565,COP,5195,389012,0.28,14/12/22,16,507,ERR-CANCL
3999081732,COP,14445,259373,0.28,14/12/22,21,633,ACT-CASHPICKUP
3107678547,COP,233,422927,0.28,14/12/22,8,555,ERR-CANCL
3208207893,COP,14567,185623,0.28,14/12/22,14,502,ERR-CANCL
3838453971,COP,14841,96800,0.28,14/12/22,8,644,ACT-PAID
3105003312,COP,3154,333598,0.28,14/12/22,16,747,ERR-CANCL
3422081643,COP,14952,117894,0.28,14/12/22,8,884,ACT-CASHPICKUP
3041439924,COP,13945,38117,0.28,14/12/22,21,496,ERR-CANCL
3461858136,COP,14498,206197,0.28,15/12/22,14,346,ERR-CANCL
3218814046,COP,14780,237360,0.28,15/12/22,8,648,ERR-CANCL
3297736301,COP,14242,9914,0.28,15/12/22,21,554,ERR-CANCL
3899684497,COP,13584,118786,0.28,15/12/22,21,681,ERR-CANCL
3187079105,COP,14620,116295,0.28,15/12/22,21,659,ACT-PAID
3138252848,COP,38,364538,0.28,15/12/22,16,877,ERR-CANCL
3112020885,COP,6436,389012,0.28,15/12/22,16,657,ACT-2B-PAID
3150246784,COP,13778,156140,0.28,15/12/22,21,559,ACT-PAID
3972404656,COP,13117,231992,0.28,16/12/22,21,821,ERR-CANCL
3009756048,COP,13694,226061,0.28,16/12/22,21,636,ACT-PAID
3280966352,COP,13353,167578,0.28,16/12/22,14,795,ERR-CANCL
3726416854,COP,14490,246188,0.28,16/12/22,21,592,ACT-2B-PAID
3422658382,COP,14520,261863,0.28,16/12/22,8,330,ACT-PAID
3881529365,COP,13161,132483,0.28,16/12/22,21,887,ACT-CASHPICKUP
3660584466,COP,13294,74295,0.28,16/12/22,21,898,ERR-CANCL
3170107965,COP,13903,105445,0.28,16/12/22,14,532,ERR-CANCL
3138252848,COP,70,291630,0.28,16/12/22,8,877,ERR-CANCL
3749071491,COP,13216,112161,0.28,16/12/22,14,327,ACT-CASHPICKUP
3451700203,COP,13276,126468,0.28,16/12/22,21,582,ACT-CASHPICKUP
3806272650,COP,13961,33065,0.28,16/12/22,21,689,ERR-CANCL
3260817299,COP,13562,122294,0.28,16/12/22,21,861,ACT-PAID
3165578456,COP,14839,231458,0.28,16/12/22,14,462,ERR-CANCL
3577339328,COP,13459,24488,0.28,17/12/22,14,822,ERR-CANCL
3131162383,COP,14941,88351,0.28,17/12/22,14,726,ACT-PAID
3248179967,COP,13066,187477,0.28,17/12/22,14,561,ERR-CANCL
3777048085,COP,14933,219356,0.28,17/12/22,21,453,ERR-CANCL
3232933955,COP,8146,389012,0.28,17/12/22,16,663,ACT-2B-PAID
3258310186,COP,13963,81798,0.28,17/12/22,14,645,ERR-CANCL
3888546412,COP,13301,227236,0.28,17/12/22,21,363,ACT-2B-PAID
3239288580,COP,13023,210823,0.28,17/12/22,14,643,ERR-CANCL
3205004488,COP,973,289488,0.28,17/12/22,8,557,ACT-PAID
3651013678,COP,13266,88799,0.28,17/12/22,21,462,ACT-CASHPICKUP
3539075588,COP,14268,114229,0.28,18/12/22,21,330,ACT-CASHPICKUP
3395318364,COP,13955,167794,0.28,18/12/22,8,556,ERR-CANCL
3484264896,COP,13520,3541,0.28,18/12/22,21,642,ERR-CANCL
3395908604,COP,13631,252330,0.28,18/12/22,21,874,ERR-CANCL
3838885691,COP,14411,98786,0.28,18/12/22,21,450,ERR-CANCL
3169218956,COP,14798,167562,0.28,18/12/22,14,828,ERR-CANCL
3018051151,COP,14266,1066,0.28,18/12/22,21,687,ERR-CANCL
3946843225,COP,14333,186387,0.28,18/12/22,21,435,ERR-CANCL
3648934775,COP,13181,218845,0.28,19/12/22,21,476,ACT-CASHPICKUP
3127897313,COP,7087,389012,0.28,19/12/22,16,638,ACT-2B-PAID
3974750332,COP,13883,11953,0.28,19/12/22,21,465,ACT-CASHPICKUP
3013407646,COP,14279,207804,0.28,19/12/22,21,889,ERR-CANCL
3618161603,COP,14467,159089,0.28,19/12/22,21,786,ERR-CANCL
3694660302,COP,14793,147327,0.28,19/12/22,21,453,ERR-CANCL
3471470579,COP,14758,115210,0.28,19/12/22,21,373,ACT-CASHPICKUP
3112665711,COP,14182,251343,0.28,19/12/22,21,320,ACT-PAID
3079472379,COP,13966,71860,0.28,19/12/22,14,650,ERR-CANCL
3515860141,COP,14367,188824,0.28,19/12/22,14,483,ACT-CASHPICKUP
3104024118,COP,13814,27601,0.28,20/12/22,14,617,ERR-CANCL
3202765645,COP,14433,101676,0.28,20/12/22,21,451,ACT-CASHPICKUP
3016554443,COP,639,295141,0.28,20/12/22,16,553,ERR-CANCL
3172637418,COP,13371,90786,0.28,20/12/22,14,811,ACT-2B-PAID
3590645415,COP,13331,143473,0.28,20/12/22,14,325,ACT-CASHPICKUP
3168417217,COP,14162,156199,0.28,20/12/22,21,509,ERR-CANCL
3117186644,COP,14301,214215,0.28,20/12/22,14,366,ACT-2B-PAID
3616139050,COP,13930,13788,0.28,20/12/22,14,807,ERR-CANCL
3278977661,COP,14047,20815,0.28,20/12/22,21,336,ERR-CANCL
3303240788,COP,13794,1399,0.28,20/12/22,21,443,ACT-CASHPICKUP
3167171438,COP,13832,13685,0.28,20/12/22,21,760,ERR-CANCL
3804907375,COP,13855,61063,0.28,20/12/22,21,466,ERR-CANCL
3678367352,COP,13174,156760,0.28,20/12/22,21,694,ERR-CANCL
3375452716,COP,14686,150355,0.28,20/12/22,21,654,ACT-CASHPICKUP
3883297907,COP,14210,24372,0.28,20/12/22,21,364,ERR-CANCL
3801347975,COP,13444,128927,0.28,20/12/22,21,571,ACT-CASHPICKUP
3272489265,COP,13509,192670,0.28,20/12/22,21,886,ERR-CANCL
3914890333,COP,13203,64304,0.28,20/12/22,14,626,ERR-CANCL
3086102233,COP,13950,109150,0.28,20/12/22,21,787,ERR-CANCL
3877288080,COP,13465,77341,0.28,20/12/22,14,762,ACT-2B-PAID
3735738796,COP,14564,218099,0.28,21/12/22,21,661,ACT-PAID
3651496574,COP,14143,200889,0.28,21/12/22,14,447,ACT-2B-PAID
3654728193,COP,13120,36042,0.28,21/12/22,21,472,ERR-CANCL
3915634353,COP,14912,175207,0.28,21/12/22,21,794,ERR-CANCL
3139632541,COP,13524,126170,0.28,21/12/22,14,708,ERR-CANCL
3218614627,COP,1619,289488,0.28,21/12/22,8,516,ACT-2B-PAID
3872806253,COP,13529,30040,0.28,21/12/22,21,504,ACT-2B-PAID
3561338941,COP,14642,39788,0.28,21/12/22,14,740,ERR-CANCL
3844918438,COP,14954,90589,0.28,21/12/22,21,581,ACT-PAID
3445423692,COP,14742,213647,0.28,21/12/22,21,833,ERR-CANCL
3122489400,COP,12504,389012,0.28,22/12/22,16,595,ERR-CANCL
3396919249,COP,14096,259789,0.28,22/12/22,21,567,ACT-PAID
3707557904,COP,14502,130850,0.28,22/12/22,21,640,ACT-CASHPICKUP
3259057827,COP,13686,184339,0.28,22/12/22,21,315,ACT-2B-PAID
3244843946,COP,3579,389012,0.28,22/12/22,16,512,ACT-2B-PAID
3425178848,COP,13501,185352,0.28,22/12/22,21,645,ACT-CASHPICKUP
3297594418,COP,14694,341,0.28,22/12/22,14,898,ERR-CANCL
3377694342,COP,14756,102687,0.28,22/12/22,14,606,ERR-CANCL
3881301838,COP,13892,212440,0.28,22/12/22,21,807,ERR-CANCL
3350396399,COP,14558,93597,0.28,22/12/22,21,749,ACT-CASHPICKUP
3363117444,COP,14298,5957,0.28,22/12/22,14,898,ACT-CASHPICKUP
3197226338,COP,13580,88874,0.28,22/12/22,21,346,ACT-2B-PAID
3138652023,COP,14205,245551,0.28,22/12/22,21,703,ACT-CASHPICKUP
3069607237,COP,13864,30227,0.28,22/12/22,8,571,ACT-CASHPICKUP
3167197504,COP,3275,278183,0.28,22/12/22,16,536,ACT-2B-PAID
3656426472,COP,14356,191404,0.28,22/12/22,8,636,ACT-CASHPICKUP
3124129651,COP,13255,131609,0.28,23/12/22,21,394,ERR-CANCL
3998501816,COP,14625,201397,0.28,23/12/22,8,866,ACT-CASHPICKUP
3900206277,COP,14950,156229,0.28,23/12/22,21,425,ACT-2B-PAID
3200655916,COP,13443,244855,0.28,23/12/22,21,373,ACT-PAID
3505105047,COP,9571,389012,0.28,23/12/22,16,612,ERR-CANCL
3882983259,COP,14601,150504,0.28,23/12/22,8,411,ERR-CANCL
3136193136,COP,8461,272531,0.28,23/12/22,8,515,ACT-2B-PAID
3731299316,COP,13284,157968,0.28,23/12/22,14,366,ACT-CASHPICKUP
3374497196,COP,14900,103020,0.28,23/12/22,14,723,ACT-PAID
3541763206,COP,13426,211258,0.28,23/12/22,21,769,ACT-CASHPICKUP
3323544316,COP,13188,8755,0.28,23/12/22,21,461,ACT-CASHPICKUP
3072952271,COP,14771,37343,0.28,23/12/22,21,318,ERR-CANCL
3257162187,COP,13628,88519,0.28,24/12/22,21,386,ERR-CANCL
3457983748,COP,14800,36797,0.28,24/12/22,21,327,ACT-CASHPICKUP
3226728408,COP,3597,278183,0.28,24/12/22,16,595,ACT-2B-PAID
3331687071,COP,14645,182133,0.28,24/12/22,21,645,ACT-CASHPICKUP
3463682002,COP,13051,161916,0.28,24/12/22,21,772,ACT-2B-PAID
3333715382,COP,14406,78932,0.28,24/12/22,14,804,ACT-PAID
3222108893,COP,6367,389012,0.28,25/12/22,16,536,ACT-PAID
3702216335,COP,14470,77827,0.28,25/12/22,14,413,ERR-CANCL
3160101734,COP,13738,217635,0.28,25/12/22,21,466,ERR-CANCL
3804250204,COP,13020,55221,0.28,25/12/22,21,717,ERR-CANCL
3068160525,COP,13266,111115,0.28,25/12/22,8,302,ACT-CASHPICKUP
3557471174,COP,13712,26413,0.28,25/12/22,21,758,ACT-CASHPICKUP
3613869204,COP,14004,82202,0.28,25/12/22,14,395,ERR-CANCL
3728987810,COP,13964,171958,0.28,25/12/22,21,891,ERR-CANCL
3359794742,COP,13588,20486,0.28,26/12/22,14,579,ACT-2B-PAID
3354618269,COP,13035,108992,0.28,26/12/22,21,865,ERR-CANCL
3721532612,COP,13353,10738,0.28,26/12/22,8,599,ACT-CASHPICKUP
3303267325,COP,13851,107196,0.28,26/12/22,21,703,ACT-CASHPICKUP
3206554671,COP,2376,389012,0.28,26/12/22,16,555,ERR-CANCL
3389996236,COP,13499,111055,0.28,26/12/22,21,400,ACT-PAID
3173042473,COP,13102,389012,0.28,26/12/22,16,611,ERR-CANCL
3580864783,COP,14886,136517,0.28,26/12/22,21,877,ACT-CASHPICKUP
3117706619,COP,5129,383360,0.28,26/12/22,8,686,ACT-2B-PAID
3314617927,COP,14709,127099,0.28,26/12/22,8,856,ERR-CANCL
3633615548,COP,13875,117311,0.28,27/12/22,14,859,ACT-PAID
3454934883,COP,13589,185470,0.28,27/12/22,21,843,ERR-CANCL
3798727844,COP,13709,163076,0.28,27/12/22,21,809,ACT-PAID
3622566438,COP,13915,165463,0.28,27/12/22,21,529,ACT-PAID
3567124774,COP,13062,41560,0.28,27/12/22,21,409,ACT-CASHPICKUP
3045370527,COP,8370,389012,0.28,27/12/22,16,819,ACT-2B-PAID
3604248085,COP,14483,46754,0.28,28/12/22,21,765,ACT-2B-PAID
3112161903,COP,14369,29992,0.28,28/12/22,21,779,ACT-PAID
3457148320,COP,14254,130661,0.28,28/12/22,14,848,ERR-CANCL
3660664068,COP,13748,149859,0.28,28/12/22,8,709,ACT-PAID
3812449988,COP,14165,125813,0.28,28/12/22,21,889,ACT-CASHPICKUP
3252753490,COP,13867,169910,0.28,28/12/22,8,505,ACT-CASHPICKUP
3277357274,COP,14229,29544,0.28,28/12/22,14,531,ERR-CANCL
3749137344,COP,13287,81907,0.28,28/12/22,21,776,ERR-CANCL
3827922855,COP,13640,236749,0.28,28/12/22,8,524,ACT-2B-PAID
3164205342,COP,14253,230533,0.28,28/12/22,14,553,ACT-CASHPICKUP
3719966710,COP,13954,167569,0.28,28/12/22,21,364,ERR-CANCL
3089593182,COP,13926,255046,0.28,28/12/22,14,602,ACT-PAID
3901625695,COP,14293,245809,0.28,28/12/22,21,558,ACT-CASHPICKUP
3045265525,COP,14475,139049,0.28,28/12/22,21,794,ERR-CANCL
3689924465,COP,14561,164807,0.28,28/12/22,21,368,ERR-CANCL
3093792576,COP,14186,66581,0.28,28/12/22,8,428,ERR-CANCL
3043475177,COP,10658,383360,0.28,28/12/22,16,684,ACT-2B-PAID
3992939487,COP,13835,60607,0.28,28/12/22,21,667,ACT-CASHPICKUP
3956079132,COP,13836,46213,0.28,29/12/22,14,596,ACT-CASHPICKUP
3214242824,COP,8203,389012,0.28,29/12/22,16,606,ERR-CANCL
3324393551,COP,14108,248001,0.28,30/12/22,14,647,ERR-CANCL
3556779591,COP,13385,41994,0.28,30/12/22,21,622,ERR-CANCL
3225060716,COP,355,428580,0.28,30/12/22,16,613,ERR-CANCL
3215658723,COP,14531,67734,0.28,30/12/22,21,788,ACT-CASHPICKUP
3816679877,COP,14714,50208,0.28,31/12/22,21,508,ERR-CANCL
3134581399,COP,14968,228954,0.28,31/12/22,21,409,ERR-CANCL
3228808451,COP,13914,201846,0.28,31/12/22,21,552,ERR-CANCL
3416667383,COP,13538,141887,0.28,31/12/22,21,526,ERR-CANCL
3721771818,COP,14906,51159,0.28,31/12/22,21,893,ERR-CANCL
3205004488,COP,2334,333598,0.28,31/12/22,16,557,ACT-PAID
3593638783,COP,13543,91245,0.28,31/12/22,21,545,ERR-CANCL
3438787660,COP,14904,119181,0.28,31/12/22,14,457,ACT-CASHPICKUP
3758795425,COP,13022,99522,0.28,31/12/22,21,850,ERR-CANCL
3585318713,COP,14344,239862,0.28,31/12/22,21,705,ACT-CASHPICKUP
3670682036,COP,14455,140004,0.28,31/12/22,14,879,ACT-CASHPICKUP
3359126644,COP,14914,76650,0.28,31/12/22,21,711,ERR-CANCL
3627319616,COP,14048,167236,0.28,31/12/22,8,549,ERR-CANCL
3455615179,COP,14193,157489,0.28,31/12/22,14,461,ACT-CASHPICKUP
3108130694,COP,571,428580,0.28,1/01/23,16,#N/A,ERR-CANCL
3147131370,COP,4423,272531,0.28,1/01/23,8,536,ACT-2B-PAID
3584005403,COP,13477,25522,0.28,1/01/23,21,864,ACT-PAID
3192747465,COP,14931,164680,0.28,1/01/23,21,801,ERR-CANCL
3714892247,COP,14597,1092,0.28,1/01/23,21,521,ERR-CANCL
3746231096,COP,14084,50285,0.28,1/01/23,8,836,ACT-CASHPICKUP
3126290017,COP,12492,389012,0.28,2/01/23,16,533,ACT-PAID
3335052110,COP,14375,105591,0.28,2/01/23,21,508,ERR-CANCL
3002420918,COP,13600,120121,0.28,2/01/23,21,778,ACT-CASHPICKUP
3026929808,COP,13087,152499,0.28,2/01/23,14,739,ERR-CANCL
3015956989,COP,12365,389012,0.28,2/01/23,16,611,ACT-2B-PAID
3294902730,COP,14172,240113,0.28,2/01/23,21,351,ERR-CANCL
3864942299,COP,13305,80650,0.28,2/01/23,14,586,ACT-CASHPICKUP
3153804746,COP,14104,127442,0.28,2/01/23,21,793,ACT-PAID
3242880021,COP,5493,272531,0.28,3/01/23,8,632,ACT-2B-PAID
3639691892,COP,14020,9092,0.28,3/01/23,21,771,ACT-CASHPICKUP
3798215547,COP,13818,260750,0.28,3/01/23,21,632,ACT-CASHPICKUP
3723488810,COP,13370,85976,0.28,3/01/23,21,509,ERR-CANCL
3184092819,COP,13369,237994,0.28,4/01/23,14,307,ACT-CASHPICKUP
3668170552,COP,13978,81696,0.28,4/01/23,21,795,ACT-CASHPICKUP
3314054842,COP,14944,203226,0.28,5/01/23,14,458,ACT-PAID
3138410420,COP,13387,52799,0.28,5/01/23,21,641,ERR-CANCL
3298946497,COP,13840,39464,0.28,6/01/23,21,354,ACT-PAID
3207898825,COP,14178,99772,0.28,6/01/23,14,662,ERR-CANCL
3152342889,COP,7390,389012,0.28,7/01/23,16,529,ERR-CANCL
3529384239,COP,14395,70073,0.28,7/01/23,8,384,ACT-CASHPICKUP
3105703619,COP,13556,83594,0.28,8/01/23,8,602,ERR-CANCL
3892467922,COP,14158,184617,0.28,8/01/23,21,733,ERR-CANCL
3387726095,COP,14156,159457,0.28,8/01/23,14,373,ERR-CANCL
3157560090,COP,14230,149650,0.28,8/01/23,21,778,ACT-CASHPICKUP
3376046632,COP,14614,170601,0.28,8/01/23,8,384,ACT-CASHPICKUP
3790244552,COP,14380,148011,0.28,8/01/23,8,894,ACT-2B-PAID
3341141505,COP,14961,204309,0.28,8/01/23,21,614,ACT-PAID
3488374647,COP,14874,212541,0.28,8/01/23,8,565,ERR-CANCL
3990000630,COP,14120,3204,0.28,9/01/23,21,720,ACT-CASHPICKUP
3771802804,COP,14755,240876,0.28,9/01/23,14,855,ACT-CASHPICKUP
3895443136,COP,13227,23543,0.28,9/01/23,14,400,ERR-CANCL
3989543177,COP,13452,143004,0.28,9/01/23,21,668,ERR-CANCL
3146332640,COP,4868,389012,0.28,9/01/23,16,724,ACT-2B-PAID
3122489400,COP,8032,389012,0.28,9/01/23,16,595,ACT-PAID
3318271190,COP,13571,167245,0.28,9/01/23,14,561,ACT-PAID
3172945737,COP,13155,389012,0.28,9/01/23,16,712,ACT-PAID
3349851624,COP,14483,138914,0.28,9/01/23,21,475,ACT-CASHPICKUP
3714309630,COP,15000,47646,0.28,9/01/23,21,453,ACT-2B-PAID
3799517666,COP,13342,155628,0.28,10/01/23,14,493,ACT-2B-PAID
3483187456,COP,13429,163567,0.28,10/01/23,21,626,ACT-CASHPICKUP
3124264511,COP,7739,389012,0.28,10/01/23,16,527,ACT-2B-PAID
3041040641,COP,10221,266878,0.28,10/01/23,8,686,ACT-2B-PAID
3715342500,COP,13791,43278,0.28,10/01/23,21,303,ACT-CASHPICKUP
3016554443,COP,1307,295141,0.28,10/01/23,16,553,ACT-2B-PAID
3216131974,COP,5981,389012,0.28,11/01/23,16,619,ACT-2B-PAID
3161741222,COP,14535,125207,0.28,11/01/23,14,872,ACT-PAID
3704031446,COP,13195,199241,0.28,11/01/23,21,656,ACT-2B-PAID
3505465344,COP,14339,129566,0.28,11/01/23,14,566,ERR-CANCL
3958541749,COP,14303,198166,0.28,11/01/23,21,682,ACT-CASHPICKUP
3065839313,COP,13771,34160,0.28,11/01/23,21,723,ERR-CANCL
3129015165,COP,14787,156824,0.28,11/01/23,21,490,ACT-PAID
3108268799,COP,4680,272531,0.28,11/01/23,8,536,ERR-CANCL
3762438349,COP,14622,87091,0.28,11/01/23,14,334,ACT-CASHPICKUP
3533274794,COP,14926,169073,0.28,11/01/23,14,302,ERR-CANCL
3126303943,COP,11920,389012,0.28,11/01/23,16,687,ACT-2B-PAID
3605623842,COP,13839,162454,0.28,11/01/23,14,460,ACT-CASHPICKUP
3103589110,COP,14803,14895,0.28,11/01/23,21,446,ACT-CASHPICKUP
3084129791,COP,13081,255219,0.28,11/01/23,14,359,ACT-2B-PAID
3509623986,COP,13228,37056,0.28,11/01/23,21,611,ERR-CANCL
3946606461,COP,13622,227576,0.28,11/01/23,21,479,ACT-CASHPICKUP
3341335451,COP,14423,175294,0.28,12/01/23,21,731,ERR-CANCL
3882949466,COP,14115,229653,0.28,12/01/23,21,873,ACT-2B-PAID
3197025438,COP,6927,278183,0.28,13/01/23,16,686,ACT-2B-PAID
3639602039,COP,13075,167666,0.28,13/01/23,14,802,ACT-PAID
3924151705,COP,13411,141826,0.28,13/01/23,21,738,ACT-CASHPICKUP
